loc_rowid,tce_plnt_num,tce_period,tce_period_err,tce_ror,tce_ror_err,tce_dor,tce_dor_err,tce_incl,tce_incl_err,tce_duration,tce_duration_err,tce_prad,tce_prad_err,tce_eqt,tce_eqt_err,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_sradius,tce_sradius_err
9059,1,0.53232,3.83E-05,2.08E-03,2.02E-03,1.0058278,4.79E-02,27.1,1.32E+02,1.819,8.06E+00,0.1838,1.78E-01,1.95E+03,3.74E+02,5471,158,4.57,0.25,0.809,0.307
9060,1,20.5135,8.02E-05,3.30E-02,1.33E-02,34.939818,5.69E+01,88.88,3.94E+00,3.469,6.28E-01,2.506,1.01E+00,5.36E+02,6.43E+01,5305,216,4.62,0.12,0.695,0.157
9061,1,1.17922,2.68E-05,4.25E-03,1.41E-03,1.1199185,4.93E-01,30.35,5.83E+01,2.195,3.28E+00,0.8429,2.79E-01,2.77E+03,8.02E+02,7379,328,4.1,0.33,1.817,1.041
9062,2,2.35842,2.57E-05,5.31E-03,2.11E-03,2.2077881,3.97E+00,76.91,1.15E+02,7.117,3.15E+00,1.053,4.18E-01,2.19E+03,6.36E+02,7379,328,4.1,0.33,1.817,1.041
9063,3,2.35835,2.83E-05,5.02E-03,2.54E-03,2.1016633,4.70E+00,78.93,1.92E+02,7.891,5.00E+00,0.9944,5.04E-01,2.20E+03,6.36E+02,7379,328,4.1,0.33,1.817,1.041
9064,1,2.86116,2.41E-06,3.00E-02,4.43E-03,15.467094,1.09E+01,89.23,1.27E+01,1.425,5.92E-02,3.339,4.94E-01,1.35E+03,2.92E+02,6126,213,4.46,0.29,1.021,0.435
9065,1,487.649,2.09E-02,6.68E-03,6.53E-03,364.39915,7.55E+02,89.97,1.94E+00,10.14,9.93E-01,92.57,9.05E+01,1.30E+03,3.30E+02,3579,120,0.8,0.24,126.9,63.8
9066,2,395.012,2.27E-02,9.63E-03,6.55E-03,132.85484,2.61E+02,89.62,9.70E-01,11.44,1.91E+00,133.3,9.08E+01,1.40E+03,3.54E+02,3579,120,0.8,0.24,126.9,63.8
9067,1,0.958034,1.07E-05,4.17E-03,5.51E-03,2.599911,1.74E+01,87.85,1.77E+03,2.813,3.14E+00,1.069,1.41E+00,3.47E+03,7.98E+02,7848,304,3.97,0.28,2.352,1.067
9068,2,0.958034,2.12E-05,4.77E-03,6.70E-04,1.0004192,3.59E-03,19.49,1.81E+01,2.536,2.05E+00,1.225,1.72E-01,3.47E+03,7.98E+02,7848,304,3.97,0.28,2.352,1.067
9069,1,23.1274,7.80E-05,1.22E-02,3.55E-03,26.150407,3.42E+01,88.47,4.14E+00,4.962,2.49E-01,1.422,4.13E-01,6.67E+02,6.59E+01,5865,130,4.39,0.15,1.066,0.205
9070,1,414.754,1.79E-02,9.46E-03,8.14E-03,216.36457,7.39E+02,89.78,1.11E+00,8.594,1.44E+00,5.031,4.33E+00,4.44E+02,1.50E+02,4959,119,3.17,0.38,4.875,3.287
9071,1,15.7857,7.63E-05,1.37E-02,1.74E-03,8.4879037,4.32E+00,85.27,4.96E+00,10.42,2.42E-01,3.104,3.95E-01,1.14E+03,2.93E+02,6768,291,4,0.3,2.073,1.055
9072,2,28.1626,4.07E-05,2.85E-02,1.97E-02,102.34323,2.35E+02,89.75,2.97E+00,1.954,2.53E-01,2.366,1.63E+00,4.70E+02,4.43E+01,4936,147,4.54,0.73,0.761,0.136
9073,1,130.354,1.82E-04,6.87E-02,1.76E-03,143.36711,1.58E+01,89.77,7.75E-02,6.273,1.33E-01,7.608,1.95E-01,3.69E+02,8.86E+01,5970,198,4.46,0.32,1.015,0.483
9074,1,4.74252,8.70E-06,1.51E-02,7.60E-03,35.603865,8.44E+01,89.46,1.13E+01,0.974,8.39E-02,1.658,8.36E-01,1.12E+03,2.00E+02,6046,198,4.48,0.26,1.007,0.354
9075,2,6.88707,1.82E-05,7.77E-03,2.00E-03,11.553864,1.32E+01,88.45,1.83E+01,4.362,6.20E-02,1.263,3.26E-01,1.16E+03,2.03E+01,5825,75,4.12,0.01,1.49,0.035
9076,3,35.333,2.07E-04,1.05E-02,1.51E-03,20.065836,1.39E+01,87.41,2.19E+00,6.018,4.38E-01,1.701,2.45E-01,6.75E+02,1.18E+01,5825,75,4.12,0.01,1.49,0.035
9077,1,0.732755,1.33E-05,4.55E-03,1.44E-03,1.8660328,2.04E+00,61.1,4.60E+01,1.327,5.35E-01,0.4315,1.37E-01,1.91E+03,3.68E+02,5835,162,4.54,0.28,0.869,0.331
9078,2,0.73277,1.42E-05,3.76E-03,2.92E-03,3.9500733,1.32E+01,85.64,1.72E+02,1.357,2.93E-01,0.3567,2.77E-01,1.91E+03,3.68E+02,5835,162,4.54,0.28,0.869,0.331
9079,1,0.715038,8.79E-06,5.61E-03,7.02E-03,1.6738266,6.66E+00,83.85,1.18E+03,3.229,7.03E+00,0.6078,7.60E-01,2.14E+03,3.93E+02,6153,193,4.47,0.26,0.993,0.359
9080,1,566.599,3.72E-03,2.74E-02,6.66E-03,298.43526,1.75E+02,89.96,5.02E-01,14.54,5.44E-01,59.59,1.45E+01,6.92E+02,1.14E+02,5023,258,2.39,0.04,19.93,6.215
9081,1,2.02264,1.13E-05,1.06E-02,1.06E-02,4.9456214,2.32E+01,88.23,3.74E+02,3.121,3.84E-01,1.116,1.12E+00,1.48E+03,2.82E+02,6091,209,4.49,0.27,0.967,0.362
9082,1,12.5823,3.47E-05,1.15E-02,8.27E-04,7.1220449,2.30E+00,82.83,2.96E+00,6.502,1.76E-01,1.846,1.32E-01,9.23E+02,1.94E+01,5588,99,4.09,0.01,1.467,0.033
9083,1,3.05359,2.51E-07,3.01E-01,1.40E-02,5.9332603,1.63E-02,80.88,2.28E-01,3.536,4.18E-03,24,1.12E+00,1.05E+03,1.51E+02,5407,222,4.59,0.15,0.731,0.202
9084,1,3.05355,4.55E-06,1.92E-02,5.28E-03,7.5200315,9.03E+00,84.75,1.36E+01,2.332,1.33E-01,1.787,4.92E-01,1.17E+03,1.98E+02,5751,159,4.55,0.24,0.854,0.287
9085,1,1.20965,2.38E-05,4.03E-03,2.66E-03,1.1660545,1.06E+00,47.09,1.57E+02,4.871,1.21E+01,0.5098,3.36E-01,1.95E+03,4.26E+02,6109,182,4.31,0.26,1.158,0.502
9086,2,3.6041,5.55E-05,5.72E-03,8.79E-03,2.3363996,1.46E+01,88.03,2.33E+03,11.81,1.58E+01,0.7232,1.11E+00,1.35E+03,2.96E+02,6109,182,4.31,0.26,1.158,0.502
9087,2,3.66184,5.64E-05,4.73E-03,3.42E-03,2.14056,6.62E+00,81.94,3.51E+02,12.53,1.05E+01,0.7609,5.50E-01,1.60E+03,4.69E+02,6680,238,4.2,0.33,1.474,0.861
9088,1,18.5278,3.19E-07,2.57E-01,2.80E-05,29.985128,1.02E-02,89.7,4.08E-03,5.888,9.30E-04,35.46,3.86E-03,8.28E+02,1.81E+02,6156,182,4.22,0.24,1.263,0.546
9089,2,18.5278,7.67E-06,5.77E-02,1.09E-04,10.821136,6.81E-02,85.55,4.00E-02,8.427,1.80E-02,7.956,1.50E-02,8.28E+02,1.81E+02,6156,182,4.22,0.24,1.263,0.546
9090,1,0.701337,1.45E-05,6.43E-03,3.35E-03,3.4560016,9.49E+00,89.66,2.44E+03,1.56,3.51E-01,1.305,6.81E-01,3.22E+03,8.48E+02,7077,259,4.06,0.29,1.861,0.969
9091,2,21.9932,5.27E-05,8.68E-02,6.06E-02,13.356626,1.90E+00,85.71,2.23E-01,5.352,5.43E+00,7.072,4.94E+00,5.24E+02,5.17E+01,5205,163,4.6,0.12,0.747,0.14
9092,1,2.88249,4.39E-05,3.70E-03,1.14E-03,2.3195275,3.43E+00,80.38,1.14E+02,8.789,2.89E+00,0.6773,2.08E-01,1.97E+03,6.20E+02,7334,320,4.16,0.35,1.677,1.043
9093,1,8.46203,3.59E-05,9.18E-03,6.01E-04,3.3385895,1.14E+00,77.6,8.75E+00,13.75,2.88E-01,1.917,1.25E-01,1.51E+03,4.32E+02,7663,302,4.09,0.33,1.913,1.082
9094,1,13.7381,1.98E-05,3.02E-02,4.76E-04,12.121602,5.97E-01,85.47,2.45E-01,3.315,7.63E-02,3.876,6.12E-02,9.12E+02,1.88E+02,6375,215,4.29,0.24,1.178,0.48
9095,1,0.899898,1.97E-05,5.17E-03,1.42E-02,2.012346,2.16E+01,89.33,1.75E+04,3.433,1.18E+01,0.5541,1.52E+00,2.02E+03,4.25E+02,6299,223,4.47,0.29,0.983,0.407
9096,1,0.991344,1.28E-05,6.92E-03,4.11E-03,2.4552694,6.16E+00,82.39,2.15E+02,2.939,1.38E+00,0.6664,3.96E-01,1.85E+03,3.82E+02,6050,170,4.47,0.28,0.882,0.361
9097,1,0.7171,1.89E-05,4.90E-03,3.79E-03,2.2469926,8.55E+00,87.41,1.19E+03,2.437,2.20E+00,0.8462,6.55E-01,2.99E+03,1.25E+03,7254,304,4.22,0.45,1.583,1.314
9098,2,51.7552,8.37E-05,2.32E-02,2.65E-03,47.929013,2.68E+01,89.4,1.34E+00,7.348,2.41E-01,2.542,2.91E-01,5.15E+02,4.80E+01,5979,121,4.39,0.15,1.005,0.183
9099,3,23.6684,3.11E-05,1.97E-02,4.57E-03,31.209576,3.54E+01,89.48,7.41E+00,5.675,2.50E-01,2.158,5.02E-01,6.68E+02,6.23E+01,5979,121,4.39,0.15,1.005,0.183
9100,1,0.595845,1.11E-05,3.27E-03,3.60E-04,1.761066,5.96E-01,66.45,2.12E+01,1.848,2.95E-01,1.048,1.16E-01,4.40E+03,7.38E+02,7652,317,3.79,0.26,2.941,0.957
9101,1,24.5752,1.19E-04,2.91E-02,3.13E-02,67.361267,3.27E+02,89.46,6.52E+00,2.256,1.04E+00,1.567,1.69E+00,3.21E+02,2.10E+01,3759,92,4.75,0.06,0.494,0.06
9102,1,0.829511,4.34E-06,5.65E-03,2.33E-03,2.5503902,4.92E+00,87.75,5.14E+02,2.486,8.30E-01,0.8745,3.61E-01,2.60E+03,8.34E+02,6829,244,4.26,0.36,1.419,0.905
9103,2,0.829466,1.07E-05,3.53E-03,2.28E-03,2.7375897,8.45E+00,85.59,3.54E+02,2.271,1.05E+00,0.5468,3.53E-01,2.60E+03,8.34E+02,6829,244,4.26,0.36,1.419,0.905
9104,1,1.88943,8.28E-06,6.90E-03,1.04E-03,2.5694999,1.86E+00,78.78,3.74E+01,4.91,5.75E-01,1.257,1.89E-01,2.18E+03,6.48E+02,7012,264,4.14,0.34,1.669,0.983
9105,1,6.44178,3.44E-05,1.02E-02,7.02E-03,14.45477,5.06E+01,86.51,1.59E+01,1.695,4.48E-01,1.493,1.03E+00,1.18E+03,3.43E+02,6088,201,4.22,0.3,1.339,0.777
9106,1,2.58275,3.34E-05,1.17E-02,1.28E-02,1.1127673,5.96E-02,26.26,8.64E+00,2.951,7.36E-01,2.499,2.72E+00,2.03E+03,4.54E+02,6705,235,4.01,0.26,1.952,0.863
9107,2,0.803917,1.97E-04,1.20E-03,2.55E-03,1.0596362,1.36E+00,26.05,2.94E+02,1.796,1.85E+01,0.2552,5.43E-01,2.99E+03,6.69E+02,6705,235,4.01,0.26,1.952,0.863
9108,3,0.804006,8.83E-06,4.89E-03,7.79E-04,1.8806604,1.14E+00,67.73,3.36E+01,2.314,5.34E-01,1.042,1.66E-01,2.99E+03,6.69E+02,6705,235,4.01,0.26,1.952,0.863
9109,1,4.08194,3.64E-05,4.60E-03,4.92E-03,9.2922738,5.28E+01,88.79,1.82E+02,3.307,2.01E-01,0.6253,6.69E-01,1.43E+03,3.29E+02,6532,201,4.27,0.26,1.247,0.571
9110,2,5.52247,4.51E-05,6.15E-03,2.42E-03,7.0673436,1.59E+01,82.71,2.07E+01,2.726,2.75E-01,0.8372,3.29E-01,1.29E+03,2.98E+02,6532,201,4.27,0.26,1.247,0.571
9111,1,706.923,9.94E-03,1.40E-02,5.35E-03,432.43236,8.61E+02,89.89,3.24E-01,7.591,1.43E+00,1.955,7.49E-01,2.46E+02,4.45E+01,6035,161,4.18,0.24,1.283,0.459
9112,3,3.2642,1.71E-05,6.12E-03,1.61E-03,3.3602138,4.45E+00,74.46,2.66E+01,3.338,1.97E-01,1.102,2.90E-01,1.67E+03,4.48E+02,6395,249,4.12,0.3,1.65,0.877
9113,1,23.8457,5.52E-04,6.66E-03,1.09E-03,6.1228088,5.33E+00,81.89,9.60E+00,15.38,5.23E-01,0.8921,1.46E-01,8.10E+02,1.49E+02,6706,217,4.27,0.23,1.228,0.444
9114,1,127.904,3.25E-04,5.95E-02,8.89E-04,65.690203,4.31E+00,89.59,1.24E-01,14.16,1.42E-01,5.883,8.79E-02,3.56E+02,7.51E+01,5960,183,4.52,0.3,0.906,0.378
9115,2,21.0585,1.14E-04,1.99E-02,1.38E-02,20.953212,6.87E+01,89.24,3.27E+01,7.538,9.47E-01,1.972,1.36E+00,6.50E+02,1.37E+02,5960,183,4.52,0.3,0.906,0.378
9116,1,21.1182,1.23E-04,1.06E-02,2.78E-03,14.732839,2.03E+01,88.1,1.11E+01,9.692,3.00E-01,1.767,4.62E-01,8.87E+02,2.49E+02,6469,200,4.14,0.3,1.525,0.853
9117,1,6.51001,1.29E-05,2.53E-02,3.95E-03,8.7445454,5.62E+00,84.55,5.15E+00,3.416,2.87E-01,3.178,4.96E-01,1.02E+03,2.04E+02,5638,161,4.33,0.24,1.153,0.457
9118,1,1.0719,1.14E-05,5.90E-03,3.49E-03,4.7255741,1.60E+01,89,5.24E+02,1.737,2.28E-01,1.465,8.67E-01,3.21E+03,7.54E+02,7568,298,3.96,0.27,2.276,1.054
9119,2,0.954533,4.52E-05,6.14E-03,2.38E-03,1.0267976,1.34E-02,14.44,3.87E+00,1.09,2.05E-01,1.525,5.92E-01,3.34E+03,7.83E+02,7568,298,3.96,0.27,2.276,1.054
9120,2,1.43059,7.46E-06,1.46E-02,6.06E-03,6.2984668,1.25E+01,83.64,2.65E+01,1.279,1.05E-01,1.623,6.75E-01,1.71E+03,3.68E+02,6126,213,4.46,0.29,1.021,0.435
9121,1,4.88753,8.43E-06,2.83E-02,5.03E-03,9.3110755,6.68E+00,84.61,5.11E+00,2.164,2.99E-01,2.91,5.17E-01,9.95E+02,1.80E+02,5553,166,4.51,0.27,0.943,0.336
9122,1,0.614247,7.96E-06,1.89E-02,9.17E-03,4.3336018,1.18E+01,88.68,3.83E+02,1.098,7.71E-02,3.85,1.87E+00,3.47E+03,1.07E+03,7413,318,4.1,0.35,1.865,1.139
9123,2,0.614253,1.93E-05,1.23E-02,1.41E-02,3.1707475,1.95E+01,87.42,8.71E+02,1.483,8.03E-01,2.511,2.87E+00,3.47E+03,1.07E+03,7413,318,4.1,0.35,1.865,1.139
9124,1,0.512633,8.79E-06,5.99E-03,2.55E-03,2.5121986,4.99E+00,78.63,1.07E+02,1.365,4.77E-01,0.9267,3.94E-01,3.01E+03,1.12E+03,6832,274,4.3,0.42,1.418,1.048
9125,1,22.2387,3.50E-04,1.05E-02,6.65E-03,16.844426,5.54E+01,87.1,1.32E+01,5.499,1.22E+00,1.215,7.68E-01,7.04E+02,1.87E+02,6190,212,4.42,0.33,1.059,0.559
9126,1,3.25337,3.10E-05,1.98E-03,1.72E-04,4.8382272,1.96E+00,83.65,9.33E+00,4.351,1.65E-01,0.9125,7.95E-02,3.35E+03,6.18E+02,9051,379,3.62,0.3,4.232,1.521
9127,2,3.253,4.24E-05,1.77E-03,1.46E-04,3.2004095,8.87E-01,77.4,7.73E+00,5.578,2.88E-01,0.8174,6.73E-02,3.35E+03,6.18E+02,9051,379,3.62,0.3,4.232,1.521
9128,2,15.7873,2.27E-04,1.92E-02,9.42E-04,3.6770727,2.58E-01,75.12,1.21E+00,12.59,3.14E-01,4.35,2.13E-01,1.14E+03,2.93E+02,6768,291,4,0.3,2.073,1.055
9129,3,15.787,3.62E-04,1.83E-02,1.23E-03,3.4359122,3.13E-01,73.68,1.65E+00,11.37,4.86E-01,4.135,2.79E-01,1.14E+03,2.93E+02,6768,291,4,0.3,2.073,1.055
9130,1,0.55883,4.71E-04,1.18E-03,4.01E-03,1.2170586,2.44E+00,39.65,1.98E+02,1.236,5.13E+00,0.2208,7.48E-01,3.43E+03,9.54E+02,7289,334,4.13,0.32,1.709,0.937
9131,2,0.562729,1.35E+00,2.20E-05,2.09E-01,1.2755336,2.63E+02,51.59,3.61E+04,2.056,2.39E+03,0.0041,3.90E+01,3.43E+03,2.90E+03,7289,334,4.13,0.32,1.709,0.937
9132,3,0.562673,1.31E-05,9.44E-03,1.77E-03,1.5742848,1.02E+00,63.27,5.00E+01,1.964,7.93E-01,1.761,3.30E-01,3.43E+03,9.52E+02,7289,334,4.13,0.32,1.709,0.937
9133,1,4.74255,1.70E-06,7.02E-02,7.48E-03,14.608509,1.28E+00,86.32,4.13E-01,1.279,4.60E-02,8.15,8.69E-01,1.17E+03,3.15E+02,6167,246,4.44,0.33,1.064,0.568
9134,1,18.208,1.35E-05,3.92E-02,2.27E-03,27.860872,5.94E+00,88.56,6.33E-01,3.834,1.11E-01,3.161,1.83E-01,5.53E+02,2.62E+01,5183,106,4.61,0.07,0.739,0.063
9135,2,88.2553,1.90E-04,3.61E-02,1.89E-03,86.83676,1.71E+01,89.43,1.51E-01,4.43,2.11E-01,2.907,1.52E-01,3.27E+02,1.55E+01,5183,106,4.61,0.07,0.739,0.063
9136,3,9.74771,6.90E-05,1.00E-02,6.57E-03,29.673458,7.24E+01,88.65,6.82E+00,1.828,1.85E-01,0.8092,5.30E-01,6.82E+02,3.22E+01,5183,106,4.61,0.07,0.739,0.063
9137,1,2.22322,3.55E-05,5.29E-03,5.26E-03,2.4467752,6.05E+00,84.15,2.83E+02,6.76,3.55E+00,0.3739,3.72E-01,9.21E+02,5.24E+01,4390,130,4.62,0.05,0.648,0.063
9138,2,2.22305,5.51E-05,4.90E-03,6.76E-03,2.1849833,7.02E+00,89.3,4.06E+03,7.808,7.23E+00,0.3467,4.78E-01,9.21E+02,5.24E+01,4390,130,4.62,0.05,0.648,0.063
9139,1,8.27922,5.84E-05,1.16E-02,2.04E-02,28.670935,2.13E+02,89.63,8.10E+01,2.194,3.33E-01,1.076,1.89E+00,8.15E+02,1.59E+02,5615,171,4.55,0.27,0.848,0.327
9140,1,2.21288,0.00E+00,4.87E-01,0.00E+00,8.3626738,0.00E+00,89.31,0.00E+00,3,0.00E+00,53.19,0.00E+00,1.51E+03,0.00E+00,6153,186,4.41,0.26,1,0.355
9141,2,33.6727,1.23E-04,1.27E-02,1.99E-03,23.712766,1.58E+01,88.37,2.40E+00,8.181,2.18E-01,2.031,3.18E-01,6.65E+02,1.39E+01,5588,99,4.09,0.01,1.467,0.033
9142,1,710.044,2.96E-03,1.99E-02,2.02E-02,462.01584,1.91E+03,89.93,9.69E-01,10.21,2.19E+00,26.14,2.65E+01,5.40E+02,8.40E+01,4927,155,2.57,0.03,12.04,3.669
9143,1,509.117,9.90E-03,1.47E-02,1.15E-02,402.69708,9.66E+02,89.89,4.33E-01,6.041,8.60E-01,98.72,7.72E+01,1.29E+03,1.40E+02,4008,106,0.77,0.03,61.59,13.04
9144,1,426.647,4.45E-02,1.28E-01,3.49E+00,427.05772,1.91E+03,89.87,1.37E-01,4.014,1.43E+02,9.618,2.61E+02,1.65E+02,8.98E+00,4486,169,4.62,0.04,0.686,0.054
9145,1,534.649,6.59E-03,2.81E-02,8.40E-03,304.40096,3.82E+02,89.91,4.82E-01,12.11,1.11E+00,2.55,7.61E-01,2.12E+02,4.58E+01,5907,162,4.56,0.3,0.831,0.356
9146,1,10.7684,5.20E-07,3.34E-01,5.93E-05,7.7300016,1.49E-03,89.96,2.36E-01,14.2,1.97E-03,59.88,1.06E-02,9.70E+02,3.91E+02,5226,173,3.97,0.54,1.643,1.319
9147,2,10.7684,4.98E-07,2.99E-01,5.92E-05,8.5564398,2.18E-03,89.99,1.27E+00,12.49,2.00E-03,53.65,1.06E-02,9.70E+02,3.91E+02,5226,173,3.97,0.54,1.643,1.319
9148,1,0.586678,1.17E-02,2.81E-04,2.14E-02,1.1775519,3.22E+01,34.51,2.75E+03,0.925,7.46E+01,0.02881,2.19E+00,2.16E+03,3.58E+02,5942,188,4.51,0.25,0.938,0.305
9149,1,10.8191,0.00E+00,5.00E-01,0.00E+00,35.343486,0.00E+00,89.84,0.00E+00,3.5,0.00E+00,54.07,0.00E+00,8.51E+02,0.00E+00,5955,182,4.43,0.27,0.991,0.377
9150,2,10.8192,2.31E-07,4.20E-01,4.88E-03,17.996692,4.56E-03,87.21,2.33E-02,5.131,1.31E-03,45.4,5.28E-01,8.51E+02,1.64E+02,5955,182,4.43,0.27,0.991,0.377
9151,1,10.6242,1.65E-04,1.77E-02,1.57E-02,5.9622346,2.83E+01,88.64,3.33E+02,13.72,4.92E-01,4.379,3.88E+00,1.51E+03,3.27E+02,7677,299,3.97,0.25,2.261,0.963
9152,2,5.90009,2.70E-04,3.02E-02,1.72E-02,1.2064079,6.41E-02,35.14,6.96E+00,11.09,1.42E+00,7.447,4.25E+00,1.84E+03,3.98E+02,7677,299,3.97,0.25,2.261,0.963
9153,2,8.46217,7.23E-05,5.81E-03,3.56E-03,7.1701431,2.58E+01,88.13,1.25E+02,8.819,3.67E-01,1.212,7.43E-01,1.51E+03,4.32E+02,7663,302,4.09,0.33,1.913,1.082
9154,3,4.23134,4.85E-05,4.46E-03,6.83E-04,1.9609277,1.28E+00,69.24,3.47E+01,11.95,2.59E+00,0.9305,1.43E-01,1.90E+03,5.44E+02,7663,302,4.09,0.33,1.913,1.082
9155,4,8.46172,9.25E-05,5.10E-03,2.42E-03,6.561316,1.81E+01,88.13,1.15E+02,9.674,4.87E-01,1.065,5.04E-01,1.51E+03,4.32E+02,7663,302,4.09,0.33,1.913,1.082
9156,1,7.55612,1.22E-04,9.39E-03,4.76E-04,1.4469562,1.30E-01,49.69,5.58E+00,15.07,9.24E-01,1.342,6.81E-02,1.16E+03,3.27E+02,6447,193,4.26,0.3,1.31,0.734
9157,2,0.7171,7.19E-06,8.71E-03,2.53E-03,2.1752504,2.99E+00,87.53,4.91E+02,2.529,8.70E-01,1.505,4.37E-01,2.99E+03,1.25E+03,7254,304,4.22,0.45,1.583,1.314
9158,3,0.717102,0.00E+00,1.32E-02,0.00E+00,2.7618631,0.00E+00,87.93,0.00E+00,2,0.00E+00,2.288,0.00E+00,2.99E+03,0.00E+00,7254,304,4.22,0.45,1.583,1.314
9159,1,0.678875,1.03E-04,1.94E-03,1.91E-03,1.7190048,5.59E+00,58.02,1.53E+02,1.261,2.14E+00,0.3793,3.73E-01,3.37E+03,1.15E+03,7640,308,4.15,0.39,1.789,1.206
9160,2,0.678736,9.14E-06,6.01E-03,5.39E-03,2.8364765,1.36E+01,86.7,6.81E+02,1.815,1.15E+00,1.173,1.05E+00,3.37E+03,1.15E+03,7640,308,4.15,0.39,1.789,1.206
9161,1,396.043,1.00E-02,4.70E-02,2.80E-02,61.200305,1.15E+01,89.08,2.18E-01,17.43,8.86E-01,9.881,5.88E+00,3.18E+02,1.07E+02,5328,179,3.86,0.6,1.926,1.293
9162,1,2.2375,4.14E-06,1.67E-02,5.24E-03,8.1582043,9.34E+00,86.34,1.59E+01,1.83,5.78E-02,1.379,4.32E-01,1.13E+03,1.31E+02,5228,173,4.6,0.14,0.755,0.168
9163,1,5.86806,4.90E-06,1.90E-02,5.53E-03,11.472186,1.47E+01,89.56,7.35E+01,3.967,1.36E-01,3.218,9.38E-01,1.25E+03,1.69E+02,5918,116,4.13,0.16,1.555,0.414
9164,2,1.61189,3.71E-06,1.07E-02,1.54E-03,2.0087125,1.06E+00,63.38,2.00E+01,2.819,3.02E-01,1.82,2.62E-01,1.93E+03,2.60E+02,5918,116,4.13,0.16,1.555,0.414
9165,2,1.88929,1.07E-05,6.60E-03,1.39E-03,2.0623695,1.91E+00,75.97,6.56E+01,6.114,1.64E+00,1.201,2.53E-01,2.18E+03,6.48E+02,7012,264,4.14,0.34,1.669,0.983
9166,1,9.50843,9.16E-05,8.70E-03,1.08E-02,16.27513,1.05E+02,89.52,1.67E+02,4.46,3.43E-01,0.9613,1.20E+00,9.37E+02,2.09E+02,6328,212,4.46,0.3,1.013,0.446
9167,2,34.1091,4.74E-04,1.06E-02,8.20E-03,36.139978,1.47E+02,89.2,1.28E+01,6.311,6.84E-01,1.173,9.07E-01,6.12E+02,1.36E+02,6328,212,4.46,0.3,1.013,0.446
9168,1,5.59729,2.10E-05,1.41E-02,7.94E-03,11.175182,3.04E+01,85.43,1.58E+01,1.863,5.52E-01,1.347,7.59E-01,9.75E+02,2.09E+02,5796,162,4.52,0.29,0.876,0.373
9169,4,0.804029,0.00E+00,1.19E-02,0.00E+00,2.4739173,0.00E+00,87.68,0.00E+00,2.5,0.00E+00,2.528,0.00E+00,2.99E+03,0.00E+00,6705,235,4.01,0.26,1.952,0.863
9170,1,2.41651,4.47E-05,6.89E-03,1.84E-03,1.2509219,6.67E-01,41.76,4.85E+01,5.585,4.52E+00,0.8094,2.16E-01,1.50E+03,4.01E+02,6233,219,4.41,0.32,1.076,0.571
9171,2,2.42144,4.62E-05,5.92E-03,5.47E-03,2.5061615,9.82E+00,77.35,1.91E+02,6.223,4.31E+00,0.6948,6.42E-01,1.50E+03,4.01E+02,6233,219,4.41,0.32,1.076,0.571
9172,1,0.805111,1.71E-05,4.33E-03,5.63E-03,3.918657,2.50E+01,89.74,5.60E+03,1.576,6.41E-01,0.5542,7.21E-01,2.31E+03,7.85E+02,6484,215,4.38,0.37,1.173,0.793
9173,1,8.67898,3.42E-05,1.66E-02,1.32E-02,20.515063,8.04E+01,88.68,2.34E+01,2.909,4.02E-01,1.877,1.50E+00,9.54E+02,1.97E+02,6112,200,4.41,0.28,1.037,0.423
9174,1,8.91901,4.82E-05,1.72E-02,5.89E-04,3.8166052,3.26E-01,75.17,1.37E+00,5.068,2.01E-01,2.447,8.41E-02,1.02E+03,8.18E+01,5862,120,4.19,0.14,1.307,0.202
9175,2,7.13292,2.81E-05,1.18E-02,4.46E-03,9.0913753,1.57E+01,85.63,1.60E+01,4.418,2.17E-01,1.689,6.37E-01,1.10E+03,8.81E+01,5862,120,4.19,0.14,1.307,0.202
9176,3,11.8985,8.28E-05,1.04E-02,1.40E-02,30.19596,1.86E+02,89.97,7.28E+02,3.041,3.22E-01,1.485,2.00E+00,9.30E+02,7.43E+01,5862,120,4.19,0.14,1.307,0.202
9177,3,6.2171,2.98E-05,1.29E-02,5.69E-03,9.9026177,2.08E+01,86.11,1.83E+01,3.634,2.55E-01,1.271,5.63E-01,9.76E+02,2.06E+02,5960,183,4.52,0.3,0.906,0.378
9178,1,3.04189,1.27E-05,8.39E-03,4.59E-03,15.77077,3.95E+01,88.18,1.83E+01,1.29,9.16E-02,0.7734,4.23E-01,1.18E+03,2.68E+02,5811,155,4.55,0.31,0.845,0.383
9179,1,26.9644,1.51E-04,2.28E-02,2.81E-02,50.68021,2.68E+02,89.53,1.46E+01,3.803,9.84E-01,2.248,2.78E+00,5.74E+02,9.61E+01,5754,181,4.53,0.25,0.905,0.298
9180,1,1.23448,2.79E-05,2.99E-03,2.15E-03,1.0065079,5.15E-02,89.54,3.08E+04,9.398,4.07E+01,0.7158,5.15E-01,3.02E+03,8.60E+02,7670,299,4.02,0.33,2.193,1.236
9181,3,0.954242,1.44E-05,7.35E-03,2.86E-03,2.4242896,4.74E+00,89.3,1.88E+03,3.028,1.13E+00,1.825,7.10E-01,3.34E+03,7.83E+02,7568,298,3.96,0.27,2.276,1.054
9182,4,4.03921,0.00E+00,8.98E-03,0.00E+00,2.5817488,0.00E+00,87.78,0.00E+00,12,0.00E+00,2.229,0.00E+00,2.06E+03,0.00E+00,7568,298,3.96,0.27,2.276,1.054
