loc_rowid,tce_plnt_num,tce_period,tce_period_err,tce_ror,tce_ror_err,tce_dor,tce_dor_err,tce_incl,tce_incl_err,tce_duration,tce_duration_err,tce_prad,tce_prad_err,tce_eqt,tce_eqt_err,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_sradius,tce_sradius_err
6323,2,5.77605,5.86E-05,6.89E-03,1.37E-03,2.242252,2.00E+00,73.65,4.33E+01,15.44,3.06E+00,1.186,2.36E-01,1.44E+03,4.63E+02,6853,278,4.18,0.36,1.577,1.009
6324,3,2.88708,3.01E-05,9.95E-03,8.94E-04,1.1389167,1.10E-01,38.15,1.83E+01,9.036,4.44E+00,1.713,1.54E-01,1.81E+03,5.83E+02,6853,278,4.18,0.36,1.577,1.009
6325,1,5.15084,5.72E-05,4.07E-03,7.46E-04,2.4875015,2.22E+00,79.58,5.38E+01,14.2,2.35E+00,1.117,2.05E-01,2.03E+03,3.71E+02,7791,311,3.92,0.23,2.517,0.899
6326,1,356.535,2.11E-03,9.12E-02,1.44E-01,238.95757,8.48E+01,89.76,1.37E-01,5.23,4.18E-01,7.465,1.18E+01,2.20E+02,5.53E+01,5385,218,4.53,0.46,0.75,0.372
6327,1,0.954075,1.43E-05,1.03E-02,3.43E-03,1.1115838,4.27E-01,36.66,7.01E+01,3.115,4.54E+00,1.682,5.58E-01,2.59E+03,1.02E+03,7076,324,4.26,0.44,1.49,1.168
6328,2,0.954135,6.42E-06,1.35E-02,8.62E-03,1.5190478,3.14E+00,86.19,1.37E+03,4.839,7.29E+00,2.192,1.40E+00,2.59E+03,1.02E+03,7076,324,4.26,0.44,1.49,1.168
6329,1,5.99078,1.43E-05,7.90E-03,4.13E-03,27.35273,6.19E+01,89.37,1.57E+01,1.608,6.85E-02,0.8377,4.38E-01,9.87E+02,9.64E+01,5721,113,4.44,0.16,0.972,0.186
6330,1,1.169,2.85E-06,1.03E-02,1.52E-03,6.911521,5.43E+00,85.79,1.31E+01,1.128,2.46E-02,1.585,2.35E-01,2.29E+03,5.46E+02,6514,213,4.17,0.26,1.415,0.668
6331,1,0.80525,2.57E-06,1.52E-02,1.97E-03,4.3564281,2.76E+00,80.66,1.23E+01,1.028,2.45E-02,1.685,2.19E-01,2.11E+03,4.90E+02,6244,210,4.46,0.31,1.017,0.468
6332,1,0.918595,1.52E-05,9.29E-03,7.43E-04,1.0551017,2.42E-02,24.59,5.36E+00,2.085,3.36E-01,3.526,2.82E-01,4.36E+03,8.74E+02,8040,297,3.64,0.34,3.479,1.37
6333,2,0.918908,6.56E-05,7.55E-03,2.80E-02,1.0001533,4.10E-02,5.431,1.70E+01,1.083,1.85E+00,2.867,1.06E+01,4.36E+03,8.73E+02,8040,297,3.64,0.34,3.479,1.37
6334,1,19.6728,7.44E-04,2.64E-02,3.63E-03,15.667536,1.21E+01,86.78,3.22E+00,5.07,7.94E-01,4.272,5.88E-01,9.09E+02,2.25E+02,6486,248,4.14,0.26,1.485,0.728
6335,2,32.6625,2.53E-03,2.61E-02,2.24E-03,19.244497,7.94E+00,87.37,1.39E+00,6.764,5.97E-01,4.227,3.63E-01,7.67E+02,1.90E+02,6486,248,4.14,0.26,1.485,0.728
6336,3,7.31377,4.89E-05,1.46E-02,1.72E-02,24.641398,1.53E+02,89.43,5.93E+01,2.232,3.77E-01,2.368,2.79E+00,1.26E+03,3.13E+02,6486,248,4.14,0.26,1.485,0.728
6337,1,282.168,5.36E-03,2.13E-02,2.98E-01,1445.0175,4.11E+04,89.98,2.36E+00,1.322,9.44E-01,359.2,5.02E+03,1.92E+03,2.27E+02,3274,114,0.11,0.24,154.3,34.85
6338,2,1.90248,4.10E-05,2.07E-02,2.50E-02,1.0385353,1.17E-02,15.68,5.95E+00,2.868,9.80E-01,8.227,9.94E+00,2.84E+03,8.85E+02,6188,259,3.47,0.63,3.644,2.254
6339,1,15.8736,0.00E+00,4.05E-01,0.00E+00,28.322187,0.00E+00,89.8,0.00E+00,6,0.00E+00,83.73,0.00E+00,9.62E+02,0.00E+00,5622,192,3.91,0.42,1.895,0.962
6340,2,15.8734,2.47E-06,3.18E-01,1.37E-04,18.389723,1.40E-02,88.26,4.32E-03,7.873,4.15E-03,65.74,2.83E-02,9.62E+02,2.46E+02,5622,192,3.91,0.42,1.895,0.962
6341,1,15.8734,5.43E-06,1.67E-01,1.05E-02,9.514641,9.39E-02,84.05,1.52E-01,7.957,1.98E-02,19.26,1.21E+00,8.30E+02,1.54E+02,6161,188,4.28,0.24,1.054,0.386
6342,2,15.8734,9.05E-06,8.17E-02,7.29E-04,8.9114414,6.34E-02,84.03,5.64E-02,7.589,2.60E-02,9.393,8.38E-02,8.30E+02,1.54E+02,6161,188,4.28,0.24,1.054,0.386
6343,1,0.683599,7.63E-05,1.95E-03,1.64E-03,1.0329887,3.01E-01,16.05,7.19E+01,0.6861,2.31E+00,0.3887,3.26E-01,3.24E+03,1.20E+03,7302,323,4.14,0.41,1.827,1.341
6344,2,0.684303,1.10E-04,1.20E-03,4.54E-03,1.250015,1.02E+01,77.09,3.64E+03,4.021,5.84E+01,0.2388,9.05E-01,3.24E+03,1.20E+03,7302,323,4.14,0.41,1.827,1.341
6345,3,1.36642,1.21E-05,7.18E-03,1.95E-03,3.8724112,5.85E+00,79.96,3.51E+01,2.015,1.83E-01,1.432,3.89E-01,2.58E+03,9.52E+02,7302,323,4.14,0.41,1.827,1.341
6346,1,576.94,5.82E-02,1.90E-02,9.87E-03,712.37597,7.76E+02,90,3.06E+00,6.302,1.05E+00,322,1.67E+02,1.52E+03,1.80E+02,3266,115,0.1,0.25,155.2,35.03
6347,1,485.529,1.10E-02,1.20E-01,5.70E-01,216.76823,1.83E+02,89.74,4.32E-01,8.662,2.29E+00,10.5,4.98E+01,1.91E+02,2.50E+01,5227,204,4.58,0.17,0.8,0.2
6348,1,1.25334,1.03E-05,5.57E-03,4.82E-03,2.487054,8.58E+00,85.37,4.74E+02,3.793,2.43E+00,0.7047,6.10E-01,1.89E+03,3.14E+02,5861,166,4.25,0.21,1.16,0.379
6349,1,0.94382,1.86E-05,4.92E-03,4.23E-03,1.1054314,1.15E+00,35.44,1.94E+02,2.909,1.32E+01,1.663,1.43E+00,4.27E+03,7.23E+02,8485,340,3.76,0.28,3.096,1.019
6350,1,0.681322,8.80E-06,5.13E-03,1.08E-03,1.916471,1.80E+00,74.56,7.34E+01,2.352,8.06E-01,1.22,2.58E-01,4.13E+03,1.09E+03,8851,388,4.08,0.32,2.178,1.137
6351,1,0.863177,1.02E-05,4.72E-03,6.93E-04,1.6537785,8.72E-01,64.84,3.72E+01,2.862,8.42E-01,0.9556,1.40E-01,3.09E+03,8.05E+02,7318,321,4.07,0.3,1.857,0.953
6352,2,1.72644,1.40E-05,5.52E-03,9.92E-04,1.8119025,1.33E+00,67.16,4.40E+01,5.232,1.59E+00,1.118,2.01E-01,2.45E+03,6.39E+02,7318,321,4.07,0.3,1.857,0.953
6353,3,1.72646,1.41E-05,5.23E-03,1.07E-03,2.3175876,2.23E+00,78.48,6.22E+01,5.078,1.07E+00,1.059,2.16E-01,2.45E+03,6.39E+02,7318,321,4.07,0.3,1.857,0.953
6354,1,4.80995,2.04E-05,1.64E-02,9.95E-03,16.232601,4.64E+01,88.23,2.04E+01,2.003,2.23E-01,1.668,1.01E+00,1.08E+03,1.74E+02,5988,211,4.51,0.24,0.934,0.294
6355,1,6.07292,8.14E-05,6.01E-03,4.76E-03,3.0681904,1.28E+01,88.43,1.04E+03,15.16,6.79E+00,1.17,9.28E-01,1.55E+03,4.31E+02,7143,316,4.1,0.32,1.785,0.982
6356,1,0.519024,7.01E-06,9.97E-03,3.04E-03,1.5183427,1.63E+00,53.31,6.35E+01,1.159,7.46E-01,4.06,1.24E+00,5.07E+03,9.03E+02,7559,315,3.61,0.27,3.733,1.293
6357,2,0.724286,8.21E-06,8.52E-03,6.55E-03,2.1922845,7.49E+00,89.94,5.29E+04,2.545,2.17E+00,3.47,2.67E+00,4.54E+03,8.08E+02,7559,315,3.61,0.27,3.733,1.293
6358,1,3.77903,5.74E-05,6.00E-03,1.02E-02,2.9193799,1.78E+01,86.48,7.63E+02,9.789,7.48E+00,0.3964,6.74E-01,8.60E+02,1.86E+03,5017,194,4.65,1.3,0.605,2.621
6359,1,1.88985,0.00E+00,2.14E-01,0.00E+00,6.9896415,0.00E+00,89.18,0.00E+00,2.5,0.00E+00,16.76,0.00E+00,1.22E+03,0.00E+00,5328,168,4.57,0.12,0.716,0.142
6360,1,21.1871,2.61E-04,8.55E-03,4.79E-03,29.567283,9.21E+01,88.64,8.67E+00,3.975,4.20E-01,0.7903,4.43E-01,6.74E+02,1.47E+02,6338,179,4.54,0.32,0.847,0.365
6361,2,31.8249,6.51E-04,7.96E-03,5.28E-03,22.560774,8.56E+01,87.88,1.16E+01,6.067,1.13E+00,0.7354,4.88E-01,5.89E+02,1.28E+02,6338,179,4.54,0.32,0.847,0.365
6362,1,0.720489,1.18E-05,4.78E-03,2.33E-03,1.6338573,2.74E+00,74.89,2.15E+02,3.066,3.04E+00,0.8824,4.30E-01,3.17E+03,1.01E+03,7409,325,4.15,0.36,1.692,1.065
6363,1,2.43832,3.62E-05,9.62E-03,3.92E-04,1.0192211,2.81E-03,22.78,6.31E-01,6.746,1.23E-01,1.633,6.65E-02,1.97E+03,6.87E+02,7161,309,4.21,0.39,1.555,1.076
6364,2,1.9107,1.37E-05,9.34E-03,2.25E-03,2.8739291,3.38E+00,72.05,2.87E+01,2.458,1.55E-01,1.584,3.82E-01,2.14E+03,7.45E+02,7161,309,4.21,0.39,1.555,1.076
6365,3,0.955372,1.35E-05,8.68E-03,1.59E-03,2.2755391,1.78E+00,71.95,3.30E+01,2.313,3.76E-01,1.472,2.69E-01,2.69E+03,9.39E+02,7161,309,4.21,0.39,1.555,1.076
6366,2,0.873476,1.12E-05,4.71E-03,5.35E-03,2.1807455,1.15E+01,88.97,4.50E+03,3.072,4.20E+00,0.9294,1.06E+00,3.00E+03,9.18E+02,7252,324,4.11,0.35,1.808,1.096
6367,1,4.58352,1.34E-06,5.95E-02,2.10E-03,11.881356,1.83E+00,87.58,1.50E+00,2.75,6.05E-02,5.69,2.01E-01,1.04E+03,2.28E+02,5815,174,4.54,0.31,0.877,0.382
6368,1,2.45606,1.89E-05,6.33E-03,1.92E-03,2.6758732,3.75E+00,76.75,5.56E+01,5.595,1.14E+00,1.133,3.44E-01,1.88E+03,4.67E+02,6486,251,4.09,0.27,1.64,0.805
6369,1,16.4344,7.78E-07,2.30E-01,8.78E-05,27.056442,3.04E-02,88.92,4.70E-03,5.192,2.89E-03,28.44,1.09E-02,7.90E+02,2.15E+02,5963,437,4.32,0.3,1.134,0.594
6370,1,21.6131,6.93E-05,2.91E-02,2.19E-02,114.7432,3.68E+02,90,8.12E+02,1.481,2.73E-01,2.002,1.51E+00,5.02E+02,3.85E+01,5254,167,4.68,0.09,0.631,0.088
6371,1,459.333,5.81E-03,5.89E-02,1.98E-01,753.11827,8.86E+03,89.95,1.30E+00,3.708,8.71E+00,3.559,1.20E+01,1.56E+02,7.13E+00,4650,130,4.69,0.05,0.554,0.04
6372,1,0.566792,1.51E-05,7.04E-03,5.00E-03,2.8399346,6.65E+00,76.27,7.84E+01,1.141,3.53E-01,0.5084,3.61E-01,1.67E+03,1.40E+02,5009,165,4.61,0.08,0.662,0.102
6373,1,0.566747,2.32E-04,1.36E-03,1.97E-02,1.6386842,6.34E+01,80.9,8.24E+03,2.556,5.89E+01,0.109,1.58E+00,1.84E+03,2.00E+02,5433,160,4.61,0.12,0.733,0.153
6374,2,1.33991,1.21E-05,1.23E-02,8.45E-03,1.7351988,3.04E+00,66.21,1.15E+02,4.314,3.39E+00,0.9794,6.71E-01,1.33E+03,1.36E+02,5154,200,4.57,0.1,0.728,0.138
6375,3,5.35949,5.12E-05,1.45E-02,1.31E-02,3.7146988,1.18E+01,88.26,4.73E+02,11.11,1.86E+00,1.152,1.04E+00,8.37E+02,8.58E+01,5154,200,4.57,0.1,0.728,0.138
6376,4,466.594,2.08E-02,3.43E-02,2.20E-02,248.68279,5.84E+02,89.94,1.99E+00,14.3,2.70E+00,2.725,1.75E+00,1.89E+02,1.93E+01,5154,200,4.57,0.1,0.728,0.138
6377,1,1.67297,3.68E-05,3.52E-03,1.68E-03,1.504868,2.29E+00,65.05,1.49E+02,6.601,7.83E+00,0.5679,2.72E-01,2.10E+03,5.67E+02,6749,229,4.2,0.3,1.478,0.792
6378,2,4.28475,6.82E-05,4.54E-03,9.45E-04,1.6083155,1.04E+00,53.99,3.21E+01,6.902,2.25E+00,0.6243,1.30E-01,1.37E+03,3.93E+02,6389,248,4.27,0.3,1.259,0.714
6379,1,1.14296,2.32E-08,6.61E-01,5.89E-03,4.1359325,9.65E-03,83.06,1.46E-01,3.344,2.56E-03,43.85,3.91E-01,1.29E+03,6.95E+01,5058,153,4.65,0.05,0.608,0.054
6380,1,1.73827,1.68E-05,2.09E-02,1.64E-02,2.1049403,6.99E+00,76.26,2.28E+02,5.615,4.16E+00,3.588,2.81E+00,2.10E+03,5.61E+02,6651,275,4.15,0.29,1.572,0.83
6381,1,3.67935,1.86E-05,8.79E-03,4.03E-03,6.1180652,1.26E+01,83.61,2.92E+01,3.42,1.30E-01,0.8132,3.73E-01,1.11E+03,2.55E+02,5676,173,4.47,0.29,0.848,0.386
6382,1,4.93116,8.04E-05,3.29E-03,1.25E-03,2.4891917,4.54E+00,81.97,1.43E+02,14.24,4.92E+00,0.7634,2.91E-01,2.01E+03,4.60E+02,8186,319,4.04,0.28,2.127,0.961
6383,2,4.92978,9.73E-05,3.39E-03,6.14E-04,1.2421712,4.50E-01,51.82,4.88E+01,19.58,1.28E+01,0.7867,1.42E-01,2.01E+03,4.60E+02,8186,319,4.04,0.28,2.127,0.961
6384,1,0.865738,6.83E-06,1.03E-02,9.34E-03,5.9689511,2.62E+01,87.96,2.05E+02,1.094,6.71E-02,1.221,1.10E+00,2.11E+03,5.85E+02,6224,232,4.41,0.33,1.083,0.595
6385,1,178.268,4.13E-05,3.18E-01,3.26E-02,208.4733,8.91E-01,89.73,1.38E-02,5.864,1.40E-02,24.12,2.47E+00,2.56E+02,2.46E+01,5126,152,4.58,0.14,0.696,0.127
6386,1,21.5325,1.82E-04,9.67E-03,3.67E-03,27.126303,5.88E+01,88.46,6.30E+00,4.23,3.65E-01,1.487,5.65E-01,8.76E+02,2.39E+02,6737,245,4.23,0.3,1.41,0.763
6387,1,1.08567,8.30E-06,4.59E-03,4.49E-04,1.834817,6.63E-01,67.5,2.12E+01,3.248,4.80E-01,1.964,1.92E-01,4.01E+03,1.26E+03,7206,265,3.48,0.65,3.919,2.435
6388,1,3.36443,7.99E-07,6.17E-02,3.27E-03,28.156431,7.03E+00,89.75,4.19E+00,0.9627,2.94E-02,5.239,2.77E-01,1.11E+03,2.61E+02,5806,183,4.58,0.3,0.778,0.363
6389,1,3.16749,3.30E-05,6.83E-03,2.17E-03,2.8949276,4.43E+00,75.71,4.68E+01,5.928,1.02E+00,1.173,3.72E-01,1.70E+03,4.57E+02,6572,250,4.14,0.29,1.574,0.835
6390,2,3.47407,9.41E-05,5.11E-03,2.16E-03,1.3981281,1.63E+00,53.93,9.66E+01,10.95,1.27E+01,0.8768,3.71E-01,1.65E+03,4.43E+02,6572,250,4.14,0.29,1.574,0.835
6391,3,0.77086,1.27E-05,6.02E-03,3.32E-03,2.3208105,5.61E+00,78.28,1.53E+02,2.255,1.17E+00,1.033,5.70E-01,2.73E+03,7.31E+02,6572,250,4.14,0.29,1.574,0.835
6392,3,1.64232,2.48E-05,1.63E-02,5.19E-04,1.0094529,2.23E-03,25.27,9.50E-01,5.553,1.60E-01,6.196,1.97E-01,3.59E+03,7.20E+02,8040,297,3.64,0.34,3.479,1.37
6393,1,1.0784,2.68E-06,1.66E-02,4.82E-03,5.4812076,5.68E+00,84.76,2.26E+01,1.33,2.95E-02,1.783,5.18E-01,1.67E+03,3.71E+02,5325,175,4.38,0.29,0.985,0.433
6394,1,3.72355,4.97E-07,1.95E-01,3.42E-04,8.1852864,4.80E-02,85.6,6.56E-02,3.534,1.01E-02,18.95,3.32E-02,1.18E+03,2.46E+02,6063,207,4.51,0.29,0.89,0.367
6395,1,1.94016,2.81E-05,7.82E-03,1.74E-03,1.0293689,7.21E-03,14.99,2.45E+00,2.368,2.51E-01,1.407,3.13E-01,2.10E+03,5.04E+02,6628,220,4.07,0.25,1.648,0.785
6396,2,1.94017,1.30E-05,5.19E-03,1.35E-03,1.9971985,2.13E+00,75.64,8.04E+01,6.491,2.25E+00,0.9336,2.42E-01,2.10E+03,5.04E+02,6628,220,4.07,0.25,1.648,0.785
6397,1,0.813663,2.46E-05,1.61E-03,8.24E-04,1.0119747,8.79E-02,27.41,1.10E+02,2.721,9.90E+00,0.5665,2.90E-01,4.70E+03,9.43E+02,8675,340,3.72,0.33,3.227,1.27
6398,2,491.489,2.98E-02,8.70E-03,2.44E-03,125.52123,2.70E+02,89.6,1.07E+00,14.45,8.05E+00,3.063,8.59E-01,5.56E+02,1.12E+02,8675,340,3.72,0.33,3.227,1.27
6399,1,0.587467,3.19E-06,1.04E-02,1.95E-03,3.0074234,2.36E+00,80.36,3.31E+01,1.307,1.04E-01,3.03,5.67E-01,3.43E+03,9.34E+02,5787,196,3.68,0.54,2.667,1.439
6400,1,1.33682,1.67E-05,5.21E-03,8.07E-03,3.1708236,2.23E+01,86.91,8.29E+02,3.19,2.33E+00,0.7659,1.19E+00,2.05E+03,4.51E+02,6115,189,4.16,0.24,1.346,0.587
6401,2,2.67472,2.84E-05,6.36E-03,6.44E-03,3.6161825,1.69E+01,89.86,9.01E+03,5.686,1.99E+00,0.9349,9.47E-01,1.62E+03,3.58E+02,6115,189,4.16,0.24,1.346,0.587
6402,1,0.805252,7.12E-07,2.55E-02,9.95E-04,2.8612757,5.16E-01,71.6,4.34E+00,1.044,2.24E-02,2.889,1.13E-01,2.17E+03,4.39E+02,6258,192,4.4,0.27,1.039,0.416
6403,1,1.62878,1.14E-04,4.85E-03,1.94E-02,1.0075084,1.12E-02,7.069,9.63E+00,1.236,1.47E+00,1.364,5.46E+00,3.06E+03,5.77E+02,7985,327,3.92,0.24,2.577,0.949
6404,2,0.740581,8.14E-06,3.74E-03,1.74E-03,2.1309936,4.47E+00,82.1,2.46E+02,2.549,1.48E+00,1.051,4.90E-01,3.98E+03,7.50E+02,7985,327,3.92,0.24,2.577,0.949
6405,2,206.013,5.41E-03,2.02E-02,4.76E-03,114.06704,1.66E+02,89.61,9.37E-01,9.06,1.48E+00,4.789,1.13E+00,6.16E+02,1.63E+02,8851,388,4.08,0.32,2.178,1.137
6406,3,0.681315,9.53E-06,4.96E-03,1.13E-03,1.8340915,1.80E+00,74.18,8.45E+01,2.474,1.01E+00,1.179,2.69E-01,4.13E+03,1.09E+03,8851,388,4.08,0.32,2.178,1.137
6407,1,0.675609,2.72E-05,5.52E-03,3.18E-02,3.2094263,7.83E+01,88.23,4.87E+03,1.609,3.85E+00,0.5793,3.34E+00,2.09E+03,4.47E+02,5966,211,4.49,0.3,0.961,0.406
6408,1,0.699238,2.30E-04,1.86E-03,3.60E-03,1.254278,4.86E+00,44.15,3.77E+02,1.875,1.26E+01,0.4442,8.57E-01,3.98E+03,8.46E+02,8529,366,4.07,0.29,2.183,0.909
6409,1,648.845,1.88E-02,8.26E-03,2.33E-03,245.18527,4.35E+02,89.84,6.17E-01,15.25,1.28E+00,1.888,5.33E-01,4.41E+02,1.47E+02,9589,378,4.15,0.36,2.095,1.39
6410,1,0.921012,4.67E-06,8.73E-03,4.01E-03,2.7170988,5.18E+00,83.81,1.59E+02,2.499,6.75E-01,0.7801,3.59E-01,1.76E+03,4.13E+02,5738,183,4.49,0.29,0.819,0.38
6411,1,3.17547,5.66E-05,7.81E-03,3.39E-03,1.5398128,2.05E+00,58.36,9.07E+01,9.495,8.38E+00,0.8568,3.71E-01,1.33E+03,2.93E+02,6238,227,4.46,0.3,1.005,0.437
6412,1,342.919,1.93E-02,2.53E-02,4.35E-03,90.764545,1.91E+01,89.41,1.39E-01,12.21,1.59E+00,153.3,2.63E+01,1.24E+03,9.51E+01,3877,98,1.08,0.03,55.5,8.049
6413,3,0.724276,6.22E-06,9.66E-03,5.30E-03,2.2492705,5.57E+00,85.27,4.26E+02,2.442,1.39E+00,3.937,2.16E+00,4.54E+03,8.08E+02,7559,315,3.61,0.27,3.733,1.293
6414,4,1.42275,1.62E-05,1.11E-02,1.61E-02,4.0584788,3.10E+01,88.93,1.53E+03,2.7,9.95E-01,4.525,6.55E+00,3.62E+03,6.46E+02,7559,315,3.61,0.27,3.733,1.293
6415,1,6.25848,7.32E-05,6.40E-03,2.66E-03,3.0872237,6.61E+00,84.43,1.48E+02,14.88,3.33E+00,1.986,8.25E-01,1.99E+03,3.17E+02,7585,309,3.78,0.26,2.842,0.876
6416,2,1.90749,2.03E-05,7.02E-03,3.69E-03,2.3349146,5.57E+00,76.73,1.31E+02,5.321,2.65E+00,1.295,6.81E-01,2.29E+03,7.29E+02,7409,325,4.15,0.36,1.692,1.065
6417,3,82.9706,1.82E-03,1.81E-02,6.07E-03,45.892601,8.30E+01,88.97,2.75E+00,8.217,1.52E+00,3.348,1.12E+00,6.53E+02,2.07E+02,7409,325,4.15,0.36,1.692,1.065
6418,1,26.0847,3.27E-04,1.51E-02,1.02E-02,22.493295,7.88E+01,88.32,1.36E+01,6.837,1.16E+00,1.374,9.31E-01,5.98E+02,1.29E+02,6081,183,4.56,0.31,0.835,0.356
6419,1,359.798,6.40E-03,1.16E-02,3.79E-02,730.58479,8.16E+03,89.93,9.73E-01,1.68,1.84E+00,50.19,1.64E+02,1.08E+03,9.58E+01,4102,106,1.4,0.03,39.68,6.737
6420,1,2.49894,1.42E-05,1.54E-02,1.49E-02,7.4697461,3.15E+01,83.08,3.65E+01,1.202,6.05E-01,1.562,1.51E+00,1.26E+03,2.47E+02,5525,186,4.46,0.26,0.93,0.36
6421,1,4.88812,8.14E-05,7.99E-03,4.44E-04,1.2044013,8.66E-03,40.37,4.99E-01,12.94,1.03E-01,0.9884,5.49E-02,1.17E+03,3.20E+02,6026,322,4.37,0.31,1.133,0.607
6422,2,4.88774,6.17E-05,7.60E-03,2.47E-03,1.8675132,2.04E+00,68.9,6.57E+01,15.01,6.12E+00,0.9398,3.05E-01,1.17E+03,3.20E+02,6026,322,4.37,0.31,1.133,0.607
6423,1,411.54,1.57E-02,1.92E-02,2.33E-02,161.39013,7.86E+02,89.82,3.50E+00,17.33,4.12E+00,1.999,2.42E+00,2.33E+02,4.50E+01,5504,180,4.42,0.25,0.955,0.364
6424,2,16.4343,1.44E-05,5.68E-02,3.07E-04,11.077346,1.84E-01,85.36,9.66E-02,6.355,4.53E-02,7.024,3.80E-02,7.90E+02,2.15E+02,5963,437,4.32,0.3,1.134,0.594
6425,1,2.15837,1.04E-07,2.58E-01,1.16E-04,3.6270718,1.56E-03,79.83,1.10E-02,4.925,1.53E-03,54.88,2.46E-02,1.83E+03,7.04E+02,5210,126,3.78,0.81,1.946,1.494
6426,1,2.15838,9.51E-06,1.34E-02,1.35E-02,4.3243326,1.71E+01,89.22,9.52E+02,3.858,5.26E-01,0.9648,9.76E-01,1.10E+03,9.81E+01,5252,167,4.65,0.1,0.661,0.11
6427,1,3.45966,2.04E-04,1.65E-03,1.83E-03,11.60594,3.09E+01,85.87,1.59E+01,1.26,5.84E-01,0.2772,3.07E-01,1.79E+03,4.37E+02,7143,239,4.15,0.27,1.542,0.746
6428,1,0.83079,9.20E-06,1.49E-02,1.42E-03,1.1102118,1.03E-01,34.69,1.60E+01,2.535,8.24E-01,2.271,2.17E-01,2.58E+03,7.66E+02,6768,286,4.25,0.33,1.401,0.823
6429,2,0.830821,4.93E-06,1.76E-02,5.79E-03,1.3254281,1.04E+00,76.92,2.58E+02,4.656,4.56E+00,2.688,8.86E-01,2.58E+03,7.66E+02,6768,286,4.25,0.33,1.401,0.823
6430,1,0.6004,5.58E-06,1.47E-02,3.57E-03,1.8545686,1.90E+00,88.85,1.21E+03,2.508,9.69E-01,2.691,6.52E-01,3.31E+03,1.24E+03,7382,324,4.19,0.42,1.676,1.251
6431,2,0.6004,0.00E+00,1.56E-02,0.00E+00,2.3178291,0.00E+00,87.53,0.00E+00,2,0.00E+00,2.854,0.00E+00,3.31E+03,0.00E+00,7382,324,4.19,0.42,1.676,1.251
6432,2,1.67317,2.15E-05,4.26E-03,2.24E-03,2.064659,4.61E+00,81.23,2.55E+02,5.904,3.95E+00,0.6863,3.61E-01,2.10E+03,5.67E+02,6749,229,4.2,0.3,1.478,0.792
6433,1,72.6546,8.57E-04,2.83E-02,2.68E-02,24.247828,7.50E+00,87.65,8.31E-01,6.043,5.14E-01,3.169,3.00E+00,5.12E+02,9.27E+01,6765,213,4.44,0.26,1.027,0.366
6434,1,1.01711,1.24E-05,5.92E-03,5.47E-04,2.4376607,4.23E-01,90,7.28E+04,3.206,1.12E-01,1.277,1.18E-01,3.02E+03,6.42E+02,7279,311,4.01,0.24,1.977,0.825
6435,2,7.4465,7.18E-05,8.30E-03,5.27E-03,10.43628,3.04E+01,86.35,2.44E+01,4.132,2.64E-01,0.7678,4.88E-01,8.79E+02,2.02E+02,5676,173,4.47,0.29,0.848,0.386
6436,1,1.76215,1.20E-05,4.48E-03,3.64E-03,4.3319291,1.80E+01,88.68,5.84E+02,3.106,6.59E-01,0.4709,3.83E-01,1.67E+03,3.33E+02,6538,194,4.48,0.29,0.964,0.38
6437,1,0.838674,1.35E-05,5.97E-03,5.10E-03,2.2133065,6.80E+00,79.68,2.50E+02,2.676,2.05E+00,0.798,6.83E-01,2.17E+03,5.58E+02,5933,217,4.29,0.28,1.226,0.624
6438,1,2.02771,1.82E-05,6.02E-03,7.34E-04,1.1608293,1.86E-01,39.18,2.16E+01,6.003,2.56E+00,1.06,1.29E-01,1.99E+03,5.01E+02,6496,187,4.1,0.27,1.614,0.805
6439,2,2.11855,2.53E-05,4.91E-03,1.69E-03,2.4038339,3.68E+00,72.97,6.01E+01,4.829,1.44E+00,0.8645,2.98E-01,1.97E+03,4.93E+02,6496,187,4.1,0.27,1.614,0.805
6440,1,2.63364,1.73E-05,1.07E-02,8.05E-03,2.712632,1.00E+01,87.3,7.09E+02,7.436,3.68E+00,2.173,1.64E+00,2.02E+03,6.21E+02,6967,328,4.09,0.35,1.863,1.132
6441,2,5.2681,2.14E-05,1.46E-02,1.04E-02,9.2292526,3.67E+01,89.41,2.65E+02,4.405,2.98E-01,2.967,2.11E+00,1.60E+03,4.93E+02,6967,328,4.09,0.35,1.863,1.132
6442,2,1.0857,9.81E-06,4.18E-03,5.13E-04,1.6546504,7.06E-01,60.7,2.52E+01,2.977,7.02E-01,1.788,2.19E-01,4.01E+03,1.26E+03,7206,265,3.48,0.65,3.919,2.435
6443,3,1.08111,1.11E-05,5.07E-03,2.11E-03,3.6900405,8.10E+00,85.35,1.23E+02,2.148,3.42E-01,2.167,9.04E-01,4.02E+03,1.26E+03,7206,265,3.48,0.65,3.919,2.435
6444,1,273.685,5.66E-04,1.67E-01,2.43E-02,171.67435,5.27E+00,89.68,2.31E-02,8.272,8.47E-02,17.8,2.59E+00,2.99E+02,5.45E+01,6126,195,4.41,0.26,0.976,0.35
6445,1,0.802301,1.53E-05,5.46E-03,4.95E-03,1.1697154,1.77E+00,41.87,2.13E+02,2.632,1.04E+01,1.609,1.46E+00,3.99E+03,6.31E+02,8079,333,3.89,0.22,2.699,0.825
